Harvest;Syst;Mod;Exp;Tree;Rang;Cal;W_calibre;N_sain_cal;N_rot_cal;N_pic_cal;N_epi_cal;N_tot_cal;perc_rot;perc_cal
1;ECO;S2M1;M1_400_100%;1;R2;C;0;0;0;0;0;0;NA;0
1;ECO;S2M1;M1_400_100%;1;R2;B;845;6;0;0;0;6;0;9.836065574
1;ECO;S2M1;M1_400_100%;1;R2;A;5923;29;0;4;2;35;0;57.37704918
1;ECO;S2M1;M1_400_100%;1;R2;2A;4152;16;0;4;0;20;0;32.78688525
1;ECO;S2M1;M1_400_100%;1;R2;3A;0;0;0;0;0;0;NA;0
1;ECO;S2M1;M1_400_100%;2;R2;C;0;0;0;0;0;0;NA;0
1;ECO;S2M1;M1_400_100%;2;R2;B;799;3;0;1;2;6;0;9.836065574
1;ECO;S2M1;M1_400_100%;2;R2;A;5493;28;0;2;2;32;0;52.45901639
1;ECO;S2M1;M1_400_100%;2;R2;2A;4735;20;0;1;2;23;0;37.70491803
1;ECO;S2M1;M1_400_100%;2;R2;3A;0;0;0;0;0;0;NA;0
1;ECO;S2M1;M1_400_100%;3;R3;C;0;0;0;0;0;0;NA;0
1;ECO;S2M1;M1_400_100%;3;R3;B;1973;13;0;0;1;14;0;22.95081967
1;ECO;S2M1;M1_400_100%;3;R3;A;6519;31;0;4;3;38;0;62.29508197
1;ECO;S2M1;M1_400_100%;3;R3;2A;1601;6;0;0;2;8;0;13.1147541
1;ECO;S2M1;M1_400_100%;3;R3;3A;237;1;0;0;0;1;0;1.639344262
1;ECO;S2M1;M1_400_100%;4;R3;C;0;0;0;0;0;0;NA;0
1;ECO;S2M1;M1_400_100%;4;R3;B;0;0;0;0;0;0;NA;0
1;ECO;S2M1;M1_400_100%;4;R3;A;2136;12;0;0;0;12;0;19.04761905
1;ECO;S2M1;M1_400_100%;4;R3;2A;9335;38;0;3;2;43;0;68.25396825
1;ECO;S2M1;M1_400_100%;4;R3;3A;2136;8;0;0;0;8;0;12.6984127
1;ECO;S2M1;M1_400_100%;5;R5;C;0;0;0;0;0;0;NA;0
1;ECO;S2M1;M1_400_100%;5;R5;B;434;2;0;1;0;3;0;5
1;ECO;S2M1;M1_400_100%;5;R5;A;4825;21;0;4;3;28;0;46.66666667
1;ECO;S2M1;M1_400_100%;5;R5;2A;5889;18;0;9;1;28;0;46.66666667
1;ECO;S2M1;M1_400_100%;5;R5;3A;238;1;0;0;0;1;0;1.666666667
1;ECO;S2M1;M1_400_100%;6;R5;C;0;0;0;0;0;0;NA;0
1;ECO;S2M1;M1_400_100%;6;R5;B;0;0;0;0;0;0;NA;0
1;ECO;S2M1;M1_400_100%;6;R5;A;2864;12;0;1;3;16;0;23.52941176
1;ECO;S2M1;M1_400_100%;6;R5;2A;9583;41;0;2;2;45;0;66.17647059
1;ECO;S2M1;M1_400_100%;6;R5;3A;1760;7;0;0;0;7;0;10.29411765
1;ECO;S2M2;M2_200_100%;1;R2;C;0;0;0;0;0;0;NA;0
1;ECO;S2M2;M2_200_100%;1;R2;B;0;0;0;0;0;0;NA;0
1;ECO;S2M2;M2_200_100%;1;R2;A;2055;11;0;0;1;12;0;18.18181818
1;ECO;S2M2;M2_200_100%;1;R2;2A;8891;34;0;4;4;42;0;63.63636364
1;ECO;S2M2;M2_200_100%;1;R2;3A;3064;7;0;3;2;12;0;18.18181818
1;ECO;S2M2;M2_200_100%;2;R2;C;0;0;0;0;0;0;NA;0
1;ECO;S2M2;M2_200_100%;2;R2;B;0;0;0;0;0;0;NA;0
1;ECO;S2M2;M2_200_100%;2;R2;A;2137;11;0;0;1;12;0;20
1;ECO;S2M2;M2_200_100%;2;R2;2A;9688;38;0;4;2;44;0;73.33333333
1;ECO;S2M2;M2_200_100%;2;R2;3A;1023;4;0;0;0;4;0;6.666666667
1;ECO;S2M2;M2_200_100%;3;R3;C;0;0;0;0;0;0;NA;0
1;ECO;S2M2;M2_200_100%;3;R3;B;0;0;0;0;0;0;NA;0
1;ECO;S2M2;M2_200_100%;3;R3;A;2390;11;0;1;1;13;0;20
1;ECO;S2M2;M2_200_100%;3;R3;2A;8385;31;1;6;2;40;0.025;61.53846154
1;ECO;S2M2;M2_200_100%;3;R3;3A;3210;10;0;2;0;12;0;18.46153846
1;ECO;S2M2;M2_200_100%;4;R3;C;0;0;0;0;0;0;NA;0
1;ECO;S2M2;M2_200_100%;4;R3;B;0;0;0;0;0;0;NA;0
1;ECO;S2M2;M2_200_100%;4;R3;A;1822;9;0;0;1;10;0;16.12903226
1;ECO;S2M2;M2_200_100%;4;R3;2A;9440;41;0;0;2;43;0;69.35483871
1;ECO;S2M2;M2_200_100%;4;R3;3A;2332;7;0;1;1;9;0;14.51612903
1;ECO;S2M2;M2_200_100%;5;R5;C;0;0;0;0;0;0;NA;0
1;ECO;S2M2;M2_200_100%;5;R5;B;117;0;0;0;1;1;0;1.612903226
1;ECO;S2M2;M2_200_100%;5;R5;A;4064;20;0;1;2;23;0;37.09677419
1;ECO;S2M2;M2_200_100%;5;R5;2A;7222;25;0;7;3;35;0;56.4516129
1;ECO;S2M2;M2_200_100%;5;R5;3A;789;0;0;2;1;3;0;4.838709677
1;ECO;S2M2;M2_200_100%;6;R5;C;0;0;0;0;0;0;NA;0
1;ECO;S2M2;M2_200_100%;6;R5;B;0;0;0;0;0;0;NA;0
1;ECO;S2M2;M2_200_100%;6;R5;A;4486;21;0;2;1;24;0;38.70967742
1;ECO;S2M2;M2_200_100%;6;R5;2A;5669;22;0;4;0;26;0;41.93548387
1;ECO;S2M2;M2_200_100%;6;R5;3A;3153;8;0;3;1;12;0;19.35483871
1;ECO;S2M3;M3_400_50%;1;R1;C;0;0;0;0;0;0;NA;0
1;ECO;S2M3;M3_400_50%;1;R1;B;1805;11;0;1;1;13;0;21.31147541
1;ECO;S2M3;M3_400_50%;1;R1;A;5911;27;0;5;2;34;0;55.73770492
1;ECO;S2M3;M3_400_50%;1;R1;2A;2897;10;0;4;0;14;0;22.95081967
1;ECO;S2M3;M3_400_50%;1;R1;3A;0;0;0;0;0;0;NA;0
1;ECO;S2M3;M3_400_50%;2;R1;C;1514;14;0;0;0;14;0;23.33333333
1;ECO;S2M3;M3_400_50%;2;R1;B;4887;34;0;1;1;36;0;60
1;ECO;S2M3;M3_400_50%;2;R1;A;1684;6;0;2;2;10;0;16.66666667
1;ECO;S2M3;M3_400_50%;2;R1;2A;0;0;0;0;0;0;NA;0
1;ECO;S2M3;M3_400_50%;2;R1;3A;0;0;0;0;0;0;NA;0
1;ECO;S2M3;M3_400_50%;3;R1;C;0;0;0;0;0;0;NA;0
1;ECO;S2M3;M3_400_50%;3;R1;B;5608;39;0;2;2;43;0;68.25396825
1;ECO;S2M3;M3_400_50%;3;R1;A;3122;17;0;1;0;18;0;28.57142857
1;ECO;S2M3;M3_400_50%;3;R1;2A;392;2;0;0;0;2;0;3.174603175
1;ECO;S2M3;M3_400_50%;3;R1;3A;0;0;0;0;0;0;NA;0
1;ECO;S2M3;M3_400_50%;4;R6;C;223;2;0;0;0;2;0;3.636363636
1;ECO;S2M3;M3_400_50%;4;R6;B;3179;21;0;2;0;23;0;41.81818182
1;ECO;S2M3;M3_400_50%;4;R6;A;4150;18;0;1;2;21;0;38.18181818
1;ECO;S2M3;M3_400_50%;4;R6;2A;2207;6;0;2;1;9;0;16.36363636
1;ECO;S2M3;M3_400_50%;4;R6;3A;0;0;0;0;0;0;NA;0
1;ECO;S2M3;M3_400_50%;5;R6;C;1169;11;0;0;0;11;0;18.33333333
1;ECO;S2M3;M3_400_50%;5;R6;B;5166;34;0;3;2;39;0;65
1;ECO;S2M3;M3_400_50%;5;R6;A;1441;8;0;1;0;9;0;15
1;ECO;S2M3;M3_400_50%;5;R6;2A;191;1;0;0;0;1;0;1.666666667
1;ECO;S2M3;M3_400_50%;5;R6;3A;0;0;0;0;0;0;NA;0
1;ECO;S2M3;M3_400_50%;6;R6;C;881;9;0;0;0;9;0;15
1;ECO;S2M3;M3_400_50%;6;R6;B;4220;29;0;2;0;31;0;51.66666667
1;ECO;S2M3;M3_400_50%;6;R6;A;2960;16;0;1;1;18;0;30
1;ECO;S2M3;M3_400_50%;6;R6;2A;375;2;0;0;0;2;0;3.333333333
1;ECO;S2M3;M3_400_50%;6;R6;3A;0;0;0;0;0;0;NA;0
1;ECO;S2M4;M4_200_50%;1;R1;C;0;0;0;0;0;0;NA;0
1;ECO;S2M4;M4_200_50%;1;R1;B;549;4;0;0;0;4;0;6.666666667
1;ECO;S2M4;M4_200_50%;1;R1;A;6300;30;0;4;3;37;0;61.66666667
1;ECO;S2M4;M4_200_50%;1;R1;2A;3251;13;0;2;1;16;0;26.66666667
1;ECO;S2M4;M4_200_50%;1;R1;3A;769;2;0;1;0;3;0;5
1;ECO;S2M4;M4_200_50%;2;R1;C;535;3;0;0;0;3;0;4.918032787
1;ECO;S2M4;M4_200_50%;2;R1;B;4588;28;0;3;3;34;0;55.73770492
1;ECO;S2M4;M4_200_50%;2;R1;A;2919;17;0;0;2;19;0;31.14754098
1;ECO;S2M4;M4_200_50%;2;R1;2A;1002;4;0;1;0;5;0;8.196721311
1;ECO;S2M4;M4_200_50%;2;R1;3A;0;0;0;0;0;0;NA;0
1;ECO;S2M4;M4_200_50%;3;R1;C;208;2;0;0;0;2;0;3.225806452
1;ECO;S2M4;M4_200_50%;3;R1;B;3019;19;0;3;0;22;0;35.48387097
1;ECO;S2M4;M4_200_50%;3;R1;A;5174;28;1;2;0;31;0.032258065;50
1;ECO;S2M4;M4_200_50%;3;R1;2A;1477;5;0;2;0;7;0;11.29032258
1;ECO;S2M4;M4_200_50%;3;R1;3A;0;0;0;0;0;0;NA;0
1;ECO;S2M4;M4_200_50%;4;R6;C;2424;24;0;0;0;24;0;33.8028169
1;ECO;S2M4;M4_200_50%;4;R6;B;3405;21;0;1;3;25;0;35.21126761
1;ECO;S2M4;M4_200_50%;4;R6;A;3370;18;0;2;0;20;0;28.16901408
1;ECO;S2M4;M4_200_50%;4;R6;2A;389;2;0;0;0;2;0;2.816901408
1;ECO;S2M4;M4_200_50%;4;R6;3A;0;0;0;0;0;0;NA;0
1;ECO;S2M4;M4_200_50%;5;R6;C;315;3;0;0;0;3;0;4.6875
1;ECO;S2M4;M4_200_50%;5;R6;B;3027;18;0;4;0;22;0;34.375
1;ECO;S2M4;M4_200_50%;5;R6;A;4570;24;0;4;0;28;0;43.75
1;ECO;S2M4;M4_200_50%;5;R6;2A;2238;10;0;0;1;11;0;17.1875
1;ECO;S2M4;M4_200_50%;5;R6;3A;0;0;0;0;0;0;NA;0
1;ECO;S2M4;M4_200_50%;6;R6;C;0;0;0;0;0;0;NA;0
1;ECO;S2M4;M4_200_50%;6;R6;B;2413;17;0;0;0;17;0;27.86885246
1;ECO;S2M4;M4_200_50%;6;R6;A;5912;26;0;5;4;35;0;57.37704918
1;ECO;S2M4;M4_200_50%;6;R6;2A;1931;6;0;0;3;9;0;14.75409836
1;ECO;S2M4;M4_200_50%;6;R6;3A;0;0;0;0;0;0;NA;0
1;REF;S1M1;M1_400_100%;1;R3;C;0;0;0;0;0;0;NA;0
1;REF;S1M1;M1_400_100%;1;R3;B;456;3;0;0;0;3;0;4.6875
1;REF;S1M1;M1_400_100%;1;R3;A;5362;30;0;2;0;32;0;50
1;REF;S1M1;M1_400_100%;1;R3;2A;5834;22;0;5;0;27;0;42.1875
1;REF;S1M1;M1_400_100%;1;R3;3A;482;2;0;0;0;2;0;3.125
1;REF;S1M1;M1_400_100%;2;R3;C;0;0;0;0;0;0;NA;0
1;REF;S1M1;M1_400_100%;2;R3;B;0;0;0;0;0;0;NA;0
1;REF;S1M1;M1_400_100%;2;R3;A;6462;34;0;2;0;36;0;52.17391304
1;REF;S1M1;M1_400_100%;2;R3;2A;6944;30;0;2;1;33;0;47.82608696
1;REF;S1M1;M1_400_100%;2;R3;3A;0;0;0;0;0;0;NA;0
1;REF;S1M1;M1_400_100%;3;R4;C;0;0;0;0;0;0;NA;0
1;REF;S1M1;M1_400_100%;3;R4;B;0;0;0;0;0;0;NA;0
1;REF;S1M1;M1_400_100%;3;R4;A;5661;22;0;8;2;32;0;50.79365079
1;REF;S1M1;M1_400_100%;3;R4;2A;6941;27;0;3;1;31;0;49.20634921
1;REF;S1M1;M1_400_100%;3;R4;3A;0;0;0;0;0;0;NA;0
1;REF;S1M1;M1_400_100%;4;R4;C;0;0;0;0;0;0;NA;0
1;REF;S1M1;M1_400_100%;4;R4;B;1718;7;0;0;6;13;0;23.21428571
1;REF;S1M1;M1_400_100%;4;R4;A;4583;25;0;0;0;25;0;44.64285714
1;REF;S1M1;M1_400_100%;4;R4;2A;2800;12;0;2;1;15;0;26.78571429
1;REF;S1M1;M1_400_100%;4;R4;3A;775;2;0;1;0;3;0;5.357142857
1;REF;S1M1;M1_400_100%;5;R5;C;0;0;0;0;0;0;NA;0
1;REF;S1M1;M1_400_100%;5;R5;B;398;3;0;0;0;3;0;4.411764706
1;REF;S1M1;M1_400_100%;5;R5;A;4422;23;0;3;0;26;0;38.23529412
1;REF;S1M1;M1_400_100%;5;R5;2A;6982;26;0;5;2;33;0;48.52941176
1;REF;S1M1;M1_400_100%;5;R5;3A;1536;5;0;1;0;6;0;8.823529412
1;REF;S1M1;M1_400_100%;6;R5;C;0;0;0;0;0;0;NA;0
1;REF;S1M1;M1_400_100%;6;R5;B;0;0;0;0;0;0;NA;0
1;REF;S1M1;M1_400_100%;6;R5;A;1443;6;0;0;2;8;0;13.33333333
1;REF;S1M1;M1_400_100%;6;R5;2A;10425;42;0;0;5;47;0;78.33333333
1;REF;S1M1;M1_400_100%;6;R5;3A;1402;4;0;0;1;5;0;8.333333333
1;REF;S1M2;M2_200_100%;1;R3;C;0;0;0;0;0;0;NA;0
1;REF;S1M2;M2_200_100%;1;R3;B;0;0;0;0;0;0;NA;0
1;REF;S1M2;M2_200_100%;1;R3;A;170;1;0;0;0;1;0;1.666666667
1;REF;S1M2;M2_200_100%;1;R3;2A;10572;42;0;6;0;48;0;80
1;REF;S1M2;M2_200_100%;1;R3;3A;2907;8;0;2;1;11;0;18.33333333
1;REF;S1M2;M2_200_100%;2;R3;C;0;0;0;0;0;0;NA;0
1;REF;S1M2;M2_200_100%;2;R3;B;0;0;0;0;0;0;NA;0
1;REF;S1M2;M2_200_100%;2;R3;A;886;5;0;0;0;5;0;8.474576271
1;REF;S1M2;M2_200_100%;2;R3;2A;8504;33;1;1;4;39;0.025641026;66.10169492
1;REF;S1M2;M2_200_100%;2;R3;3A;4070;10;0;2;3;15;0;25.42372881
1;REF;S1M2;M2_200_100%;3;R4;C;0;0;0;0;0;0;NA;0
1;REF;S1M2;M2_200_100%;3;R4;B;0;0;0;0;0;0;NA;0
1;REF;S1M2;M2_200_100%;3;R4;A;0;0;0;0;0;0;NA;0
1;REF;S1M2;M2_200_100%;3;R4;2A;9820;39;0;4;1;44;0;65.67164179
1;REF;S1M2;M2_200_100%;3;R4;3A;6191;17;0;5;1;23;0;34.32835821
1;REF;S1M2;M2_200_100%;4;R4;C;0;0;0;0;0;0;NA;0
1;REF;S1M2;M2_200_100%;4;R4;B;143;0;0;0;1;1;0;1.612903226
1;REF;S1M2;M2_200_100%;4;R4;A;177;1;0;0;0;1;0;1.612903226
1;REF;S1M2;M2_200_100%;4;R4;2A;9774;40;0;2;3;45;0;72.58064516
1;REF;S1M2;M2_200_100%;4;R4;3A;3746;12;0;2;1;15;0;24.19354839
1;REF;S1M2;M2_200_100%;5;R5;C;0;0;0;0;0;0;NA;0
1;REF;S1M2;M2_200_100%;5;R5;B;0;0;0;0;0;0;NA;0
1;REF;S1M2;M2_200_100%;5;R5;A;1123;3;0;2;1;6;0;9.375
1;REF;S1M2;M2_200_100%;5;R5;2A;9594;35;0;4;3;42;0;65.625
1;REF;S1M2;M2_200_100%;5;R5;3A;4319;13;0;2;1;16;0;25
1;REF;S1M2;M2_200_100%;6;R5;C;0;0;0;0;0;0;NA;0
1;REF;S1M2;M2_200_100%;6;R5;B;104;1;0;0;0;1;0;1.612903226
1;REF;S1M2;M2_200_100%;6;R5;A;1110;6;0;0;0;6;0;9.677419355
1;REF;S1M2;M2_200_100%;6;R5;2A;10304;41;0;4;3;48;0;77.41935484
1;REF;S1M2;M2_200_100%;6;R5;3A;1799;6;0;1;0;7;0;11.29032258
1;REF;S1M3;M3_400_50%;1;R2;C;0;0;0;0;0;0;NA;0
1;REF;S1M3;M3_400_50%;1;R2;B;2972;21;0;0;0;21;0;34.42622951
1;REF;S1M3;M3_400_50%;1;R2;A;5741;32;0;3;0;35;0;57.37704918
1;REF;S1M3;M3_400_50%;1;R2;2A;920;5;0;0;0;5;0;8.196721311
1;REF;S1M3;M3_400_50%;1;R2;3A;0;0;0;0;0;0;NA;0
1;REF;S1M3;M3_400_50%;2;R2;C;0;0;0;0;0;0;NA;0
1;REF;S1M3;M3_400_50%;2;R2;B;1303;8;0;0;1;9;0;14.75409836
1;REF;S1M3;M3_400_50%;2;R2;A;6671;33;0;5;1;39;0;63.93442623
1;REF;S1M3;M3_400_50%;2;R2;2A;2476;11;0;1;0;12;0;19.67213115
1;REF;S1M3;M3_400_50%;2;R2;3A;250;1;0;0;0;1;0;1.639344262
1;REF;S1M3;M3_400_50%;3;R2;C;0;0;0;0;0;0;NA;0
1;REF;S1M3;M3_400_50%;3;R2;B;4103;26;0;2;1;29;0;48.33333333
1;REF;S1M3;M3_400_50%;3;R2;A;4095;18;0;4;2;24;0;40
1;REF;S1M3;M3_400_50%;3;R2;2A;1168;6;0;0;0;6;0;10
1;REF;S1M3;M3_400_50%;3;R2;3A;242;0;0;1;0;1;0;1.666666667
1;REF;S1M3;M3_400_50%;4;R6;C;0;0;0;0;0;0;NA;0
1;REF;S1M3;M3_400_50%;4;R6;B;0;0;0;0;0;0;NA;0
1;REF;S1M3;M3_400_50%;4;R6;A;4462;24;0;0;1;25;0;40.98360656
1;REF;S1M3;M3_400_50%;4;R6;2A;6624;25;0;5;1;31;0;50.81967213
1;REF;S1M3;M3_400_50%;4;R6;3A;1280;3;0;0;2;5;0;8.196721311
1;REF;S1M3;M3_400_50%;5;R6;C;0;0;0;0;0;0;NA;0
1;REF;S1M3;M3_400_50%;5;R6;B;1151;7;0;1;0;8;0;13.33333333
1;REF;S1M3;M3_400_50%;5;R6;A;5716;27;0;3;2;32;0;53.33333333
1;REF;S1M3;M3_400_50%;5;R6;2A;3879;13;0;4;2;19;0;31.66666667
1;REF;S1M3;M3_400_50%;5;R6;3A;240;1;0;0;0;1;0;1.666666667
1;REF;S1M3;M3_400_50%;6;R6;C;0;0;0;0;0;0;NA;0
1;REF;S1M3;M3_400_50%;6;R6;B;3212;23;0;0;1;24;0;40.6779661
1;REF;S1M3;M3_400_50%;6;R6;A;5307;32;0;0;0;32;0;54.23728814
1;REF;S1M3;M3_400_50%;6;R6;2A;568;3;0;0;0;3;0;5.084745763
1;REF;S1M3;M3_400_50%;6;R6;3A;0;0;0;0;0;0;NA;0
1;REF;S1M4;M4_200_50%;1;R2;C;0;0;0;0;0;0;NA;0
1;REF;S1M4;M4_200_50%;1;R2;B;448;3;0;0;0;3;0;5
1;REF;S1M4;M4_200_50%;1;R2;A;7895;41;0;3;0;44;0;73.33333333
1;REF;S1M4;M4_200_50%;1;R2;2A;2728;12;0;1;0;13;0;21.66666667
1;REF;S1M4;M4_200_50%;1;R2;3A;0;0;0;0;0;0;NA;0
1;REF;S1M4;M4_200_50%;2;R2;C;0;0;0;0;0;0;NA;0
1;REF;S1M4;M4_200_50%;2;R2;B;1110;8;0;0;0;8;0;12.6984127
1;REF;S1M4;M4_200_50%;2;R2;A;5946;32;0;2;1;35;0;55.55555556
1;REF;S1M4;M4_200_50%;2;R2;2A;4024;12;0;7;1;20;0;31.74603175
1;REF;S1M4;M4_200_50%;2;R2;3A;0;0;0;0;0;0;NA;0
1;REF;S1M4;M4_200_50%;3;R2;C;0;0;0;0;0;0;NA;0
1;REF;S1M4;M4_200_50%;3;R2;B;1584;8;0;1;2;11;0;18.33333333
1;REF;S1M4;M4_200_50%;3;R2;A;5903;28;0;4;2;34;0;56.66666667
1;REF;S1M4;M4_200_50%;3;R2;2A;2829;13;0;1;0;14;0;23.33333333
1;REF;S1M4;M4_200_50%;3;R2;3A;219;1;0;0;0;1;0;1.666666667
1;REF;S1M4;M4_200_50%;4;R6;C;0;0;0;0;0;0;NA;0
1;REF;S1M4;M4_200_50%;4;R6;B;0;0;0;0;0;0;NA;0
1;REF;S1M4;M4_200_50%;4;R6;A;1395;6;0;0;2;8;0;12.12121212
1;REF;S1M4;M4_200_50%;4;R6;2A;7954;33;1;0;2;36;0.027777778;54.54545455
1;REF;S1M4;M4_200_50%;4;R6;3A;5660;19;0;1;2;22;0;33.33333333
1;REF;S1M4;M4_200_50%;5;R6;C;0;0;0;0;0;0;NA;0
1;REF;S1M4;M4_200_50%;5;R6;B;1013;4;0;1;2;7;0;11.86440678
1;REF;S1M4;M4_200_50%;5;R6;A;4684;24;0;0;3;27;0;45.76271186
1;REF;S1M4;M4_200_50%;5;R6;2A;4572;18;0;1;2;21;0;35.59322034
1;REF;S1M4;M4_200_50%;5;R6;3A;1143;3;0;1;0;4;0;6.779661017
1;REF;S1M4;M4_200_50%;6;R6;C;0;0;0;0;0;0;NA;0
1;REF;S1M4;M4_200_50%;6;R6;B;994;6;0;1;0;7;0;11.47540984
1;REF;S1M4;M4_200_50%;6;R6;A;6197;33;0;1;2;36;0;59.01639344
1;REF;S1M4;M4_200_50%;6;R6;2A;3778;16;0;0;2;18;0;29.50819672
1;REF;S1M4;M4_200_50%;6;R6;3A;0;0;0;0;0;0;NA;0
2;ECO;S2M1;M1_400_100%;1;R2;C;111;1;0;0;0;1;0;1.25
2;ECO;S2M1;M1_400_100%;1;R2;B;1071;7;0;1;0;8;0;10
2;ECO;S2M1;M1_400_100%;1;R2;A;6763;31;0;4;3;38;0;47.5
2;ECO;S2M1;M1_400_100%;1;R2;2A;5688;22;0;2;3;27;0;33.75
2;ECO;S2M1;M1_400_100%;1;R2;3A;1527;4;0;2;0;6;0;7.5
2;ECO;S2M1;M1_400_100%;2;R2;C;2185;21;0;0;0;21;0;19.81132075
2;ECO;S2M1;M1_400_100%;2;R2;B;7494;48;0;7;1;56;0;52.83018868
2;ECO;S2M1;M1_400_100%;2;R2;A;4033;24;0;0;0;24;0;22.64150943
2;ECO;S2M1;M1_400_100%;2;R2;2A;997;3;0;1;1;5;0;4.716981132
2;ECO;S2M1;M1_400_100%;2;R2;3A;0;0;0;0;0;0;NA;0
2;ECO;S2M1;M1_400_100%;3;R3;C;1647;16;0;0;0;16;0;14.81481481
2;ECO;S2M1;M1_400_100%;3;R3;B;6750;42;0;5;4;51;0;47.22222222
2;ECO;S2M1;M1_400_100%;3;R3;A;6325;33;0;4;1;38;0;35.18518519
2;ECO;S2M1;M1_400_100%;3;R3;2A;627;3;0;0;0;3;0;2.777777778
2;ECO;S2M1;M1_400_100%;3;R3;3A;0;0;0;0;0;0;NA;0
2;ECO;S2M1;M1_400_100%;4;R3;C;0;0;0;0;0;0;NA;0
2;ECO;S2M1;M1_400_100%;4;R3;B;970;5;0;2;0;7;0;9.210526316
2;ECO;S2M1;M1_400_100%;4;R3;A;3838;20;0;1;1;22;0;28.94736842
2;ECO;S2M1;M1_400_100%;4;R3;2A;8109;36;0;1;2;39;0;51.31578947
2;ECO;S2M1;M1_400_100%;4;R3;3A;2034;7;0;1;0;8;0;10.52631579
2;ECO;S2M1;M1_400_100%;5;R5;C;0;0;0;0;0;0;NA;0
2;ECO;S2M1;M1_400_100%;5;R5;B;730;5;0;0;0;5;0;6.493506494
2;ECO;S2M1;M1_400_100%;5;R5;A;7321;36;0;3;2;41;0;53.24675325
2;ECO;S2M1;M1_400_100%;5;R5;2A;6052;26;0;3;1;30;0;38.96103896
2;ECO;S2M1;M1_400_100%;5;R5;3A;261;1;0;0;0;1;0;1.298701299
2;ECO;S2M1;M1_400_100%;6;R5;C;0;0;0;0;0;0;NA;0
2;ECO;S2M1;M1_400_100%;6;R5;B;556;1;0;1;2;4;0;5.555555556
2;ECO;S2M1;M1_400_100%;6;R5;A;4017;20;0;0;3;23;0;31.94444444
2;ECO;S2M1;M1_400_100%;6;R5;2A;6780;28;0;3;2;33;0;45.83333333
2;ECO;S2M1;M1_400_100%;6;R5;3A;3056;9;0;3;0;12;0;16.66666667
2;ECO;S2M2;M2_200_100%;1;R2;C;0;0;0;0;0;0;NA;0
2;ECO;S2M2;M2_200_100%;1;R2;B;1181;7;0;0;2;9;0;11.25
2;ECO;S2M2;M2_200_100%;1;R2;A;5049;25;0;4;1;30;0;37.5
2;ECO;S2M2;M2_200_100%;1;R2;2A;7165;28;0;4;2;34;0;42.5
2;ECO;S2M2;M2_200_100%;1;R2;3A;1839;5;0;1;1;7;0;8.75
2;ECO;S2M2;M2_200_100%;2;R2;C;0;0;0;0;0;0;NA;0
2;ECO;S2M2;M2_200_100%;2;R2;B;443;2;0;1;0;3;0;4.47761194
2;ECO;S2M2;M2_200_100%;2;R2;A;4332;24;0;1;0;25;0;37.31343284
