Nom de la demande:Avignon2018;;;;;;;
Pas de temps:Journalier;;;;;;;
Date de début:01/01/2018;;;;;;;
Date de fin:31/10/2018;;;;;;;
Station(s):84007004;;;;;;;
;;;;;;;
UM:HUMIDITE MOYENNE (POURCENTAGE);;;;;;;
TM:TEMPERATURE MOYENNE (DEGRES CELSIUS);;;;;;;
TX:TEMPERATURE MAXIMALE (DEGRES CELSIUS);;;;;;;
TN:TEMPERATURE MINIMALE (DEGRES CELSIUS);;;;;;;
;;;;;;;
station;year;month;day;RH;T_mean;T_max;T_min
84007004;2018;7;28;61;27;32.6;20.6
84007004;2018;7;29;59;27.3;35.5;20.2
84007004;2018;7;30;65;27.5;36.8;20.1
84007004;2018;7;31;60;28.8;38.6;20
84007004;2018;8;1;56;28.7;38.7;20.5
84007004;2018;8;2;47;30.5;36.9;21.2
84007004;2018;8;3;55;29.5;37;21.9
84007004;2018;8;4;56;30;39.4;22.9
84007004;2018;8;5;56;29.1;37.9;22.8
84007004;2018;8;6;56;28.6;36.2;22.2
84007004;2018;8;7;63;27.9;34.4;21.2
84007004;2018;8;8;67;27.5;33;22.4
84007004;2018;8;9;84;21.9;27.2;18.8
84007004;2018;8;10;60;23.3;29.4;18.3
84007004;2018;8;11;46;24.1;29.8;17.7
84007004;2018;8;12;61;24.6;32.4;15.1
84007004;2018;8;13;77;23;29.8;19.4
84007004;2018;8;14;61;23.9;28.2;17.9
84007004;2018;8;15;53;25.1;30.5;20.7
84007004;2018;8;16;63;24.1;31.6;16.7
84007004;2018;8;17;72;22.5;30.7;16.4
84007004;2018;8;18;58;25;29.5;21
84007004;2018;8;19;49;26.1;31.5;20.5
84007004;2018;8;20;54;25.8;32.6;20.8
84007004;2018;8;21;60;26.5;33.4;18.8
84007004;2018;8;22;66;25;31.2;20.4
84007004;2018;8;23;64;25;32.7;17.6
84007004;2018;8;24;59;24.3;29.2;19.3
84007004;2018;8;25;50;20.1;23.1;19
84007004;2018;8;26;44;19.7;25.2;14.7
84007004;2018;8;27;47;21.8;30.6;12.2
84007004;2018;8;28;62;23.2;31.2;15.2
84007004;2018;8;29;70;23.8;31.1;18.8
84007004;2018;8;30;51;21.4;24.7;19.5
84007004;2018;8;31;49;22.4;27.2;18.4
84007004;2018;9;1;49;20.9;25.3;16.2
84007004;2018;9;2;49;21.2;26.6;16.8
84007004;2018;9;3;60;20.6;28.4;12.4
84007004;2018;9;4;59;21.7;30.8;14
84007004;2018;9;5;67;22.1;30.4;14.3
84007004;2018;9;6;81;21;26.1;19.3
84007004;2018;9;7;59;22.7;27.9;18.5
84007004;2018;9;8;59;22;29;17.1
84007004;2018;9;9;70;22;29.3;15.1
84007004;2018;9;10;69;22.6;32.9;16.7
84007004;2018;9;11;67;22.8;32.1;14.7
84007004;2018;9;12;67;22.7;31.7;15.7
84007004;2018;9;13;65;24.4;32.8;17.5
84007004;2018;9;14;55;24.4;28.9;21.2
84007004;2018;9;15;52;22.2;28.9;19.2
84007004;2018;9;16;67;20.5;29;13.3
84007004;2018;9;17;73;22.1;29.4;15.8
84007004;2018;9;18;75;22.5;29.4;15.7
84007004;2018;9;19;73;23.5;32;17.9
84007004;2018;9;20;67;23.1;33.7;15.7
84007004;2018;9;21;64;23.3;31.5;15.6
84007004;2018;9;22;39;21.2;28;15.7
84007004;2018;9;23;44;26.1;34.5;18.1
84007004;2018;9;24;52;17.7;20.1;15.9
84007004;2018;9;25;48;17.5;24.4;12.9
84007004;2018;9;26;63;17;26.3;9.3
84007004;2018;9;27;72;17.2;26.5;9.3
84007004;2018;9;28;58;20.6;30.4;9.1
84007004;2018;9;29;53;20.3;27;16.8
84007004;2018;9;30;71;17.6;25.2;12.9
84007004;2018;10;1;56;15.5;18.3;12.7
84007004;2018;10;2;45;15;18.9;11.8
84007004;2018;10;3;54;18.5;23.3;14.6
84007004;2018;10;4;62;18.5;25.8;14.5
84007004;2018;10;5;63;17.9;27.4;9.7
84007004;2018;10;6;72;17.7;25;11.2
84007004;2018;10;7;77;15.9;20.9;12.6
84007004;2018;10;8;84;16.1;19.6;14
84007004;2018;10;9;80;16.8;22.4;13.6
84007004;2018;10;10;84;16.7;20.6;13.5
84007004;2018;10;11;75;20;24.9;15.6
84007004;2018;10;12;78;19;25.3;14
84007004;2018;10;13;76;18.3;26;13.2
84007004;2018;10;14;62;19.5;23.5;12.9
84007004;2018;10;15;60;19.6;22.8;17
84007004;2018;10;16;87;16.5;18.1;15.5
84007004;2018;10;17;85;17.4;22;14.5
84007004;2018;10;18;74;18.3;23.1;15.8
84007004;2018;10;19;77;16.8;24.7;12.2
84007004;2018;10;20;69;17.7;23.8;11.9
84007004;2018;10;21;60;17.5;21.9;14
84007004;2018;10;22;53;15.9;19.1;10.7
84007004;2018;10;23;52;15.4;18.8;11.7
84007004;2018;10;24;51;17;21.3;13.6
84007004;2018;10;25;67;15.7;21.7;13.8
84007004;2018;10;26;82;13.9;20.6;8
84007004;2018;10;27;84;10.8;12.9;8.6
84007004;2018;10;28;82;8.3;11.3;7.1
84007004;2018;10;29;87;6.5;8.2;5.1
84007004;2018;10;30;76;9.4;13.3;4.5
84007004;2018;10;31;83;12.5;14.7;10.4
